53,"You recognice a man in a dark corner in the street. He is wearing a big coat and a hood that blocks your sight onto his face. Another man walks up to him and you can hear him say: ""a mutual friend send me."" Asked for the code word he replies: ""dragonclaw."" The man withe hood nods and hands him a small package wrapped in paper. The hooded guy stays in his corner. The other vanishes into the crowd."
54,"A litte stage is build up on the side of the street. A crowd is watching ""King Uther and the one-eyed witch"". A well known play. However the actors are really bad. You hear someone say: ""I wish i was like the author of that play. Dead, so i have not to witness this tragedy."" You also notice a merchant on the other side of the street. He offers vegetables and fish."
55,Two merchants argue about their right to set up their stall at a busy street corner. They both sell groceries and there is only enough space for one.
56,"An old man walks up to you. Despite his age he is very beefy. He tells you that he was a former blacksmith. He claims to be well known (indeed he is) and that one of your weapons you are wearing was made by him (This however is a made up story). He says that the weapon is one of his first creations. He wants to buy it back and is willing to pay a good price. If sold, he pays with counterfit coins. If not recogniced the next time the player wants to buy something the merchant (or whatever seller) wants to call the city guards. If you confront the blacksmith he is willing to forge you a new weapon."
57,"You see a little boy dressed in rags crying. His tears are like a waterfall. His mother is pulling a pig on a rope infront of a slaughter house. He shouts at him to calm down. ""It's only a pig and we need money and food"". They are homeless and the boy wants to keep his piggie-friend. He stole him from a farmer outside the city and raised him since."
58,You see a young priest/wizard apprentice. You recognice him on the robe and the books and documents he is carrying with both arms. Suddenly a wind gust is blowing through the street. Hundreds of pages are flying in the air and spread all over the place.
59,"A old lady/gentleman who was never married. Calls everyone ""dearie"". Has a lot of love to give. Tells storys about ""the old days"". Wants to seduce the players."
60,"A small festival is taking place: there are street vendors, food carts, and performers filling a small city neighborhood. Everyone present is wearing an brightly colored mask in various states of dress (or undress) and the wine is flowing freely."
61,"A person is standing at a small street side stall selling trinkets that they claim are protective charms. The charms are made of bits of copper, brass, sting, glass beads, and feathers and each are unique."
62,"You see a group of 4 young adventurers with a big white furry buffalo in tow passing by. From behind you you suddenly hear a loud cracking noise and a man shouting: Nooo, my cabbage! As you turn around you see the buffalo munching on a wagonload of spilled cabbage, one of the adventurers is trying to stop his furry friend from eating them all."
63,"You hear a little girl yell, ""No, Scruffy, stop!"" 
You turn around and suddenly a dire wolf leaps, deciding to use your face as a springboard! 
Flat on the ground, you see the upside-down image of the wolf running off, with the little girl chasing after it."
64,"A middle-aged man pushing a cart of cabbages along the path just as 4 unruly teenagers dart pass running away from. One of the 4 doesn't manage to clear the cart and ruins all of the cabbages. The man screams ""My cabbages!"" The 4 teens are no where to be seen."
65,"A group of slave traders show their newest ""assets"". A mother with her three daughters in cains. They advertise them as virgins."
66,A young lad and his monkey companion steal from a fruit stand in an elaborate game they use to confuse the vendor.
67,A breeder is holding an auction for his mounts [pick local animal]. They are seperated in two compounds. One for the sold ones. The current auction just ended. The other for the ones still for sale. Only 3 of 20 are left. The breeder announces a quick break to get the money from the winner before he continues.
68,A girl chases after a boy who has stolen her toy doll. He's threatening to do terrible things to it.
69,"A group of hunters sell their trophies. Meat, skins, leather, claws, heads, ... Some of the goods seem to belong to magical creatures."
70,Two beasts pulling large carts passed each other's paths and went wild. Their carts knocked over and contents spilled everywhere it's locked up a busy intersection and has caused gridlock.
71,There is a cockfight on the street. Various people betting on the birds and chear for them.
72,A guard with a stiff leg brace and a fierce dog chase after an orphan boy.
73,"A couple in the corner of the street .. ""making love""."
74,A local cafe owner tries to get close to an artist and her tiny pet dog. However the dog is not kind to the man.
75,A sleeping homeless guy. A dog licking his face and the pavement pizza infront of the guy.
76,"A street that is divided down the middle along racial lines, halflings and gnomes. Has been ransacked and vandalized, the shop owners of the street are arguing at one another convinced their neighbors from across the street committed the crimes. It was a third party wanting to cause mayhem to drive business to their street."
77,For a little moment the crowded street is completely empty. Everyone walked in different directions and left the group alone. When the group starts to investigate the street is filling up again with pedestrians. It was just a coincidence.
78,A well built lad working at a smithies shares a striking resemblance with the local Noble.
79,The street gets very crowded. The group has problems to go forward. They even get seperated or pushed back in the opposite direction. They need to search for an alleyway nearby.
80,Two barbers are having a competition to see who can shave their customers the fastest.
81,A very very old man walks by. Other pedestrians put their jackets and coats down so that the old man can walk on them instead of the filthy ground. He saved the city by killing a dragon in his young days. The townfolk is paying tribute to him by that tradition.
82,A puppet show of 4 adventures fighting a hydra.
83,A mouse hunted by a cat hunted by a wiener dog hunted by a german shepherd dog. All run by a few seconds apart eachother.
84,"A snake charmer plays flute infront of a group of peoply, mainly children. They surround a closed basket."
85,A alley with statues of former kings and queens. A few pedestrians wonder who put them their and who paid them. These are all street performers in disguise. Nobody knows yet. They take their job serious.
86,A 400-pound man bursts out of a china shop with a dazed look on his face and bellows into the sky before rampaging towards the center of town.
87,A coachman with a carriage pulled by two buffalos is offering a free ride as a promotion of his new founded business.
88,A knight gives food and fresh water away. Poor and homeless people are gathered around him. He does this frequently. He is the secret hero of the slums. Everyone would do everything for him. However he never demands anything.
89,Soldiers search for new recruits. They try to convince young man to join the army.
90,A preacher gathered a group of people around him. He talks about his god and how what he did for him and the people. He wants them to praise his god and join the cult.
91,There is a parade in the street. A small triumphal procession of a noble and his knights and soldiers with a few prisoners in cains. They destroyed a big bandit camp which raided nearby towns.
92,"A mother with a baby in her arms runs up to you. She hands you over the newborn and screams: ""I cant handle it."" and runs away."
93,A cat [or other animal] is giving birth.
94,You hear a raspy voice calling for you. If you follow the voice into the next alleyway you find a old malformed man. He tells you all kind of crazy imaginary storys and demands your help. His statements are contradictionary.
95,As you walk by an alchemist shop a huge exposion put you down. You are unconcious for 1d6 minutes and hit by shattered stone and glass. Roll 1d6 per character level for damage. As you awake you are surounded by burning furniture and rubble. Several townspeople and the alchemist are dead. Pieces of their body are spread in the street. The building is completely destroyed. There is no way to find out what happend because of the enormous damage.
96,A big storm is coming. In 20+5d20 Minutes all shop will be closed because the rain and the wind are to strong. Trees will break. Shingles will fly of the roofs. All businesses close to save their goods. Only a few taverns are open. The storm will last 1d6 days. If you are walking outside you frequently need to perform Dex-Checks to avoid getting hit by branches or other things.
97,An old man is having a stroke. He will die within a few moments. You are the only one around but an old lady is watching you from her window and will alarm the guards if you try to something illegal.
98,The bell of the local church or towns hall starts to bell and wont stop. A mage used his powers for a bad joke. All townspeople get into a bad mood and if the bell is not stopped nobody can sleep or only for a few hours. A few people think its a miracle a the bell needs to ring or their god will punish them.
99,People are spreading the news that the local underground lord engaged with a the daughter of another criminal boss. People think this may stop the gang wars in the city. A few hours later nearly everybody is celebrating. The members of both gangs are paying for drinks and food. Its a big feast.
100,Its the time of the year when the local black toads wander to their birthplace (a nearby lake) to lay their eggs. Millions of toads are filling the streets. There is no ways of avoiding to step on them. Frequently make Dex-Checks to avoid slipping. The toads are poisonous if they get in contact with skin. You get dizzy for a hour (-8 Dex). If eaten you can die. People learnt to live with it over the years.
